timestamp,timestamp_utc,seq,feedback
926572000,1560333857882720,123,0
930700000,1560333862041249,124,0
931928000,1560333863274159,125,0
934220000,1560333865593529,126,0
935372000,1560333866750462,127,0
936472000,1560333867859601,128,0
937568000,1560333868966860,129,0
938672000,1560333870079505,130,0
939740000,1560333871158243,131,0
940784000,1560333872213247,132,0
941812000,1560333873244583,133,0
942844000,1560333874281265,134,0
943888000,1560333875329204,135,0
944908000,1560333876351990,136,0
945964000,1560333877416647,137,0
947380000,1560333878839795,138,0
949876000,1560333881353455,139,0
952616000,1560333884105925,140,0
954908000,1560333886413084,141,0
958612000,1560333890141991,142,0
964360000,1560333895946578,143,0
969152000,1560333900793086,144,0
969512000,1560333901156780,145,0
971936000,1560333903602641,146,0
973076000,1560333904745916,147,0
974212000,1560333905889127,148,0
975316000,1560333907003993,149,0
976400000,1560333908098418,150,0
977456000,1560333909161241,151,0
978512000,1560333910232231,152,0
979564000,1560333911296628,153,0
980588000,1560333912328241,154,0
981584000,1560333913334857,155,0
982576000,1560333914334352,156,0
983680000,1560333915455340,157,0
985264000,1560333917056951,158,0
988352000,1560333920162778,159,0
990520000,1560333922344419,160,0
993148000,1560333925007356,161,0
998312000,1560333930202797,162,0
1001992000,1560333933896452,163,0
1006264000,1560333938205879,164,0
1006856000,1560333938797963,165,0
1009160000,1560333941128022,166,0
1010324000,1560333942295925,167,0
1011424000,1560333943402085,168,0
1012504000,1560333944488979,169,0
1013560000,1560333945548058,170,0
1014632000,1560333946625093,171,0
1015688000,1560333947685527,172,0
1016716000,1560333948718896,173,0
1017740000,1560333949754641,174,0
1018744000,1560333950768278,175,0
1019776000,1560333951808257,176,0
1020920000,1560333952959289,177,0
1022504000,1560333954557466,178,0
1025696000,1560333957773118,179,0
1027880000,1560333959968692,180,0
1030736000,1560333962841646,181,0
1035184000,1560333967330825,182,0
1041128000,1560333973316023,183,0
1043552000,1560333975759082,184,0
